annotate,post
"[0, 0, 0, 1]", Ayaw kalimti pagtan-aw sa sabong kay nalingaw kaayo ang tanan
"[0, 0, 0, 1]"," Matunto ra gyud ko sa akoang mga plano, pero natudloan na ko."
"[0, 0, 1, 0]", Ngano nga ang mga tawo sa imong palibot naghisgot bahin sa bunal sa laing paagi?
"[1, 0, 0, 0]"," Kung magpuyo ka sa maong dapit, kinahanglan ka magmatngon kay daghan didto balhiboon og kamot"
"[0, 0, 0, 1]", Nakahilak ko sa kalipay sa akong pagkaon sa bibingka sa amuang talan-awon
"[1, 0, 0, 0]", Kadtong mga babayeng ikogan nga naghimog mga proyekto alang sa LGBTQ+ rights
"[0, 0, 0, 1]","Senyor, palihug ko sa pagtabang sa akong mga problema"
"[0, 0, 1, 0]","Dili maayo ang pagka-paabang sa akong kaibigan, pero wala na siya'y ubang kapilian"
"[1, 0, 0, 0]"," Karon, bisan asa ko maglakaw, bahong biyudo ra gihapon ako"
"[0, 0, 1, 0]", Ang talib usa ka elemento sa hinanali nga pagkasuod
"[0, 0, 0, 1]"," Sa balay, mas ganahan mi sa bangus kay sa uban pang isda, kay sa dihang maprito kini, humok ug lami ang unod"
"[0, 1, 0, 0]","Ayaw pagbuot kay lain-lain ta og lubot, magbuot ra ko unsay akong gusto"
"[1, 0, 0, 0]"," Sa mga panahon karon, ang pagbail og nawong mahimong usa ka talent na!"
"[0, 0, 0, 1]"," Wala na siya sa school karon, siguro nagbakasyon"
"[0, 0, 0, 1]"," Ang iyang buhok kay puti man, pero ang iyang kutis kay puti gihapon."
"[0, 1, 0, 0]"," Kang kinsa man na imong sala, ikaw ra ang nagbuhat sa imong desisyon"
"[1, 0, 0, 0]"," Sa ilang barangay, daghan ang nakaila nga siya usa ka anak sa liking kawayan"
"[0, 1, 0, 0]"," Ay, nachallenge ko karon, alsa og balay, mas maayo kung magluto ko og munggo"
"[0, 0, 0, 1]", Wala silay mga libro nga ipanghatag
"[0, 0, 0, 1]", Kinahanglan namo ang espada aron mapanalipdan ang among yuta gikan sa mga pagsalakay
"[0, 1, 0, 0]"," Nindot kaayo nga paminsaron, pero ipanabi na sa clouds"
"[1, 0, 0, 0]", Mura ra siya‘g anak sa liking kawayan kay wala siya'y amahan nga makasuporta
"[1, 0, 0, 0]"," Sa tanan nga nahitabo, kay nagtan-aw ra ko sa akong amigo nga si Jay, unsaon man, baliko'g utok na pud na siya karon."
"[0, 0, 0, 1]"," Ang mga bata usahay matunto, maong angay sila bantayan."
"[0, 0, 1, 0]"," Cge lang, bilatnanay man ang mga istorya sa grupo, dili na ta mopaminaw"
"[1, 0, 0, 0]"," Sa among grupo, usa gyud na siya sa pinaka-basa og tai, tanang butang iyang ipabansay"
"[1, 0, 0, 0]", Dili ka kasabot sa bagag nawong sa mga politiko karon
"[1, 0, 0, 0]"," Kahibulongon kaayo ang anak ni Eba, murag nagkinabuhat gyud sa iyang pasalig"
"[1, 0, 0, 0]","Nakaingon ko nga si Juan, si misteryo nga nakadawat sa tanan nga mga sugo sa iyang asawa, sakto kaayo siyang ander da bunal"
"[0, 1, 0, 0]"," Niana ra ko, sekreto para bibo ang akong tubag!"
"[1, 0, 0, 0]"," Sa tanang klase, siya gyud ang batang murag korek sa mga proyekto"
"[1, 0, 0, 0]"," Puno sa batan-on nga dugo, naglupad-lupad kami sa mga dalan sa syudad ug nagpasikat sa mga kahibulungang butang!"
"[0, 1, 0, 0]"," Ayaw na pag-apas sa iyang mga drama, ipanabi na sa clouds"
"[0, 0, 1, 0]"," Hala, ataka sa ka-traffic sa kalsada karon!"
"[0, 1, 0, 0]"," Wala koy sensiyo ana, unya sa unsang paagi ka nagka-ingon ana?"
"[0, 0, 1, 0]", Ayaw kalimot nga ang mga pribadong bahin kinahanglan protektahan ug respetohan
"[0, 1, 0, 0]"," Abi nimo, basta naay mga sama nimo, kung wala kay lingaw, dakpa akong utot!"
"[0, 0, 0, 1]"," Karon, anaa na tay kargada nga mga libro para sa library"
"[0, 0, 1, 0]", Magsulay kami og magtagay sa kalipay aron mas masabtan namo ang usag usa
"[0, 0, 1, 0]", Nahigugma ko sa iyang espada kay maayo kaayo siya sa relasyon.
"[0, 0, 0, 1]","Naa koy gusto ipakaon ninyo, budbod ni siya, lami kaayo!"
"[0, 0, 0, 1]", Nagluto ko og budbod para sa among selebrasyon karong weekend.
"[0, 0, 1, 0]", Nagpasalamat ko sa akong bilatnanay kay sa iyang suporta sa akong mga desisyon
"[0, 0, 0, 1]", Wala na gyud koy kaila nga nagdala sa mas maayo nga balita
"[0, 1, 0, 0]"," Magsugod na ta, mga kauban, kay alsa og balay na ang atong lunch karon!"
"[0, 0, 0, 1]"," Si Maria taga Angeles, ug bisag layo, sige gihapon siya bisita"
"[0, 1, 0, 0]"," Ingna silingan, patsoy-tsoy pud na siya, pero kabalo na ta sa tinuod"
"[1, 0, 0, 0]", Kinsa ba'y magtan-aw niya nga nagbuhat sa mga awutang murag bilat ray puhonan
"[0, 0, 0, 1]", Ang rakas nga nabilin gihapon nakit-an sa lugar sa giyera
"[0, 0, 1, 0]", Ang mga ginikanan magpahibalo sa mga anak bahin sa pagprotektar sa ilang pribadong parte
"[0, 0, 1, 0]",Dili maayo nga hisgutan ang mga pribadong bahin sa publiko
"[0, 0, 1, 0]","Naka-chikahan sila sa katapusan sa semana, murag nagplano na pud sila og pabuto"
"[0, 0, 1, 0]", Nasayud ka ba nga ang magtagay sa kalipay sa mga magtiayon usa ka importante nga aspeto sa ilang panag-uban
"[0, 0, 1, 0]"," Sa ilang mga karakter, mag-explore sila sa pag-molayag sa kalipay sa tunga-tunga sa mga bulak"
"[0, 0, 0, 1]", Paborito nako ang tahong nga sinigang
"[0, 1, 0, 0]"," Grabeha nimo og pangutana, CI ka?"
"[0, 1, 0, 0]"," Lingaw-lingaw lang ta, ayaw pagdemand og atensyon - kay kung wala kay lingaw sa kinabuhi, dakpa imong utot!"
"[0, 1, 0, 0]"," Sa sunod, ayaw na pag-estrikta sa personal, tugoti ko mopalit ug snack!"
"[0, 0, 0, 1]",Bantayi ang imong bag kay makawat kini sa bus
"[0, 0, 1, 0]", Gusto kaayo nato ang rampa sa kalsada uban sa mga amigo
"[0, 0, 0, 1]",Nagdala siya og bunal nga gamiton para sa iyang pagpangkarne
"[0, 1, 0, 0]"," Di ko makaantos, alsa og balay, ang munggo nato lami kaayo!"
"[0, 1, 0, 0]","Sige lang, kung patsoy-tsoy ka, ayos lang pero ayaw magpaka-bida!"
"[0, 1, 0, 0]"," Sige ra ka ug singgit, pero wala koy ikasukli ana, kay naa ra ko diri."
"[0, 0, 1, 0]","Nakalata na ba nimo si Mark? Wala nahilig, pero ang iyang mga giatangan magpabilin nga mga lalaki."
"[0, 0, 0, 1]"," Salamat sa imong suporta, ikaw ang akong ikaduha sa negosyo."
"[0, 1, 0, 0]"," Da! Sige lang, natudluan ka na unsaon pag-antos sa mga sala."
"[0, 0, 0, 1]"," Sa mga rankings, siya ang ikaduha nga may labing taas nga grado."
"[0, 0, 0, 1]", Ang politika usa ka importante nga bahin sa pag-armas sa atong mga kahimtang
"[1, 0, 0, 0]", Ang mga boss mag-ander sa ilang mga empleyado
"[0, 0, 1, 0]", Sabton ra nato siya kay nagdaot siya karon
"[1, 0, 0, 0]"," Sus, maglisod na siya pag-recover kay nagbasa na'g papel ang iyang mga nahimo"
"[0, 0, 1, 0]", Naa koy kargada nga giandam para sa bisan unsang pagsulay nga moabot
"[0, 0, 0, 1]", Ang mga bata nagtan-aw sa gibuhi namong kuneho
"[1, 0, 0, 0]"," Pagsuwayi ug tan-awa, ang tanan nag-agi sa bangag sa dagom basta mahimo lang ang ilang mga pangandoy"
"[0, 0, 1, 0]", Pagsiguro nga magtabon ka sa imong pribadong bahin kon naa sa dagat
"[0, 0, 1, 0]",Dili nato isgutan ang mga butang nga angay sa bilatnanay sa atong mga bata
"[1, 0, 0, 0]"," Ang mga politiko, basta election season, taas kaayo nag mga basa og tai nga mga speeches."
"[0, 1, 0, 0]"," Kuya, pagtan-aw unsay nagkitkit langaw sa atubangan nimo"
"[0, 0, 1, 0]", Ayaw siya piyungi kay nagdaot siya ug ganahan siya mag-istorya.
"[1, 0, 0, 0]","Naa ra na siya, basa og tai ra gyud, sigi lang og brag sa iyang mga achievements"
"[0, 0, 1, 0]", Dili ko ganahan nga hisgutan ang latbi sa atong mga naandan
"[1, 0, 0, 0]"," Nakita ko nga abli ang Gaisano nimo, unya nagpa-cute pa ka"
"[1, 0, 0, 0]", Wala ko kabalo nga si Mark karon nagpakita na as a berde og dugo sa party
"[1, 0, 0, 0]", Dili siya kasaligan kay balhiboon og kamot siya
"[0, 0, 1, 0]","Dugay na akong wala kaon, murag dugso na gyud ko kay wala pay lain nga sulod sa tiyan"
"[0, 0, 0, 1]", Mura'g maayong idea nga mag-tahong party ta karon
"[0, 1, 0, 0]"," Kun giingnan ka na, da! Ngano nga dili pa man nimo gihatag ang imong best effort?"
"[0, 0, 1, 0]", Nag-rampa siya nga dili gikalikayan sa mga mata sa lain
"[0, 1, 0, 0]"," Kana ilang mga istorya, ang malas naa sa menteryo na"
"[1, 0, 0, 0]"," Kung ngano nga wala ko nag-text, ambot sa imong lubot"
"[0, 1, 0, 0]"," Ayaw pagpanuko, kabalo ko nga ang baka nisulod sa kulon!"
"[0, 1, 0, 0]", Kinsa man na imong sala anang wala ka magplano?
"[0, 0, 1, 0]", Di na ko muadto didto kay ang lugar atala sa mga problema.
"[0, 0, 0, 1]", Lami kaayo ang lab-as nga isda nga gipalit namo kagahapon
"[0, 0, 0, 1]", Ato nang gamiton ang rakas uban sa mga taktika sa atong misyon
"[0, 0, 1, 0]","Si Juan ang among espasa sa fiesta, kudos sa iyang maayong performance!"
"[0, 1, 0, 0]","Dili ko na siya saligan kay parang burikat sa Pasil, walay kabalaka sa iyang mga gibuhat"
"[1, 0, 0, 0]", Di ko sure kung tinuod ba nga babae siya kay parang babayeng ikogan man
"[0, 0, 1, 0]",Ang pagkababaye sa iyang dalaga kay naghatag og kahulugan nga puno sa paglaum ug pagduaw
"[1, 0, 0, 0]"," Sa akong pagtan-aw, ang mga berde og dugo mas masayud sa mga fashion trends"
"[0, 0, 1, 0]"," Inig magtagbo mi, ginasabi namo nga wala nahilig ang among amigo bisan klaro kaayo."
"[0, 0, 1, 0]"," Abi nako kay nagparty mi, niduol na lang ko sa kusina nga dugso"
"[0, 1, 0, 0]","Sige lang, CI ka? Ngano man daghan kaayo kag pangutana?"
"[1, 0, 0, 0]","Dili ta dapat husgahan ang mga babayeng’ mugbo’g lupad, kay sila ra ang nakabalo sa ilang sitwasyon"
"[0, 0, 0, 1]",Naghuna-huna na ko kung mag-inom unta mi karon kay uhaw ang camel
"[0, 0, 0, 1]", Wala na’y lain nga makalipay kanamo sama sa tuslok baki sa hapon
"[0, 0, 0, 1]", Magdala ko og lab-as nga gatas gikan sa farm para sa among panihapon
"[0, 0, 1, 0]", Ang imong budbod kay murag nagkalisod sa pag-ayo
"[1, 0, 0, 0]", Ang ilang pamilya nag-atubang ug daghang pagsulay tungod sa anak sa pagpakasala
"[1, 0, 0, 0]"," Sa ilang mata, mas maayo pang magpaka-balangaw kaysa mahimong anak sa sala"
"[0, 1, 0, 0]"," Dili tanan butang angay husgahan, ang masuya madeads"
"[0, 1, 0, 0]"," Pasok na ang kadaan nga kwarta, mag-inom ta!"
"[0, 0, 1, 0]", Ang mga bibingka usa ka simbolo sa kinaiyahong pagkababae
"[0, 1, 0, 0]"," Grabe, nadakpan na ka sa imong bag-ong hairstyle!"
"[0, 0, 0, 1]", Dili makompleto ang among handaan kung walay suki na bangus nga giandam sa lamesa
"[0, 0, 0, 1]", Asa ka makapalit og budbod nga lami?
"[0, 0, 1, 0]"," Sa mga dapit sa bullfighting, ang espasa maoy simbolo sa kaisog ug pagkabana."
"[0, 0, 0, 1]"," Sa panahon sa krisis, ang pagkalalaki usa ka butang nga kinahanglanon aron makab-ot ang mga katuyoan"
"[0, 0, 0, 1]", Dapat nimo ibatil ang cream hangtod magbula kini
"[1, 0, 0, 0]"," Mura man ug nagkinabuhi si Marco isip nga ander da bunal, kay wa na siya'y laing gusto kundi ang masunod sa gusto sa iyang partner"
"[0, 0, 0, 1]"," Sige ra ko'g tan-aw sa TV, pero ataka ang akong palibot"
"[0, 0, 1, 0]", Ang usag usa nagkatawa human sa ilang pag-istorya bahin sa tuslok baki sa party
"[0, 1, 0, 0]"," Nganong murag patay ang imong ngipon, sahay pud kay tuhikon kas manok na ang imong nawong."
"[0, 0, 0, 1]", Ang senyor sa balay nagtakda og mga lagda para sa tanan
"[0, 0, 0, 1]", Kasagaran sa mga taw nangadiyot sa sabong kay para makadaog
"[1, 0, 0, 0]","Sama sa bagag lips nga wala nag-atubang sa mga kasaypanan, kinahanglan nato nga magpasaylo sa usag usa"
"[0, 0, 1, 0]"," Maghilawas lang mo unya, basta ang importante kay mag-enjoy"
"[1, 0, 0, 0]"," Grabe na, ang iyang pagbail og nawong kay murag wala gyud siya'y kaulaw!"
"[0, 1, 0, 0]"," Bisan unsaon nimo, wala koy ikasukli ana sa akong gibati."
"[0, 0, 1, 0]"," Dili ko mahilom, kay bilatnanay na gyud ang mga isyu sa atong nasod"
"[0, 0, 0, 1]", Naay usa ka puti nga tawo nga nakakita nako sa tindahan kagahapon.
"[1, 0, 0, 0]"," Naghimo siya og desisyon sa among bakasyon samtang nagtan-aw ra ko, kay para nako, okay ra gyud nga ""ander"" ko."
"[1, 0, 0, 0]", Ambot sa langaw nganong dili pa man klaro ang among plano
"[1, 0, 0, 0]", Ang mga bata sa atbang nagbasag baba sa kahimuan bag-o
"[0, 0, 0, 1]",Si Maria ang ikaduha sa race kahapon
"[0, 0, 0, 1]", Di ba nimo mabantayan nga daot na kaayo ang cellphone kay hapit na mag-die?
"[0, 0, 0, 1]","Basta magpuyo ko sa sa siyudad, daghan kaayo og puti nga mga taw."
"[0, 0, 1, 0]"," Ang atong paboritong kanding, wala na."
"[1, 0, 0, 0]"," Kapag nag libertad mi sa kalye, naay babayeng ikogan nga nagtan-aw kanamo"
"[1, 0, 0, 0]"," Ang akong silingan agas og palad, bisan wala siya'y trabaho, daghan gihapon siya'g mga bag-ong sinina"
"[1, 0, 0, 0]","Grabe ka bahog baynte ang iyang lawas after sa gym, murag dako kaayong isda nga wala maligo"
"[0, 0, 0, 1]", Ang iyang bunal nga batakan naghatag kaniya og pwersa sa iyang trabaho
"[0, 0, 0, 1]", Gisiguro nila nga ang armas nga ilang gigamit lig-on ug kasaligan
"[1, 0, 0, 0]", Wala gi-atubang sa bagag lips nga kasakit ang mga kahimtang sa buhay
"[0, 0, 1, 0]"," Magtagay sa kalipay, pero kinahanglan sad nato nga maampingan ang mga epekto niini."
"[0, 0, 0, 1]"," Ang awto ni Mang Juan daot man, lisod na kaayo paandaron"
"[1, 0, 0, 0]"," Kun gusto ka magpahibalo sa mga bag-ong haon, ayaw kalimot sa pag-post sa imong social media!"
"[0, 0, 1, 0]"," Maayo na lang kay abtik mag-rampa si Lisa, daghan na siya'g mga naka-date."
"[0, 0, 1, 0]","Ayaw palabi og hisgot sa iyang armas, nagtan-aw siya diri"
"[0, 0, 0, 1]",Nahulog ang modelo sa rampa sa katapusang showdown sa fashion.
"[0, 1, 0, 0]","Naay dako nga lagom sa hinanduraw, atoms check lang sa!"
"[0, 0, 0, 1]", Ang mga butang nga mahalon kasagaran makawat kung dili ka magbantay
"[0, 0, 0, 1]",Ang balay nga gitukod sa mga brick may ugis nga puti sama sa balahibo sa manok
"[0, 0, 0, 1]", Gusto ko unta mag-buhi ug mga baboy para sa negosyo
"[0, 0, 1, 0]"," Sa pagtan-aw sa mga tradisyon, ang pagkababaye usa ka simbolo sa dungog sa pamilya"
"[0, 1, 0, 0]",Sakto na kaha ka sa exam? Kay human ka gyud kung dili!
"[0, 1, 0, 0]"," Kinsa ba ang mohatag ug atensyon bisan pa sa akong utot? Kung wala kay lingaw, dakpa akong utot!"
"[0, 0, 1, 0]", Ang pagkababaye usa ka mahal nga bahandi nga angay nga ampingan ug pagatimanon
"[0, 1, 0, 0]", Ang iyang pahiyom nagpasabot nga wala koy sensiyo ana
"[0, 1, 0, 0]"," Basi kanta ra ka, pero kalas og bugo man ka!"
"[0, 1, 0, 0]"," Kinsa man ka para magbuot sa akong kinabuhi, ayaw pagbuot, tagsa-tagsa tag lubot!"
"[0, 1, 0, 0]",Kinsa man na imong sala nga wala ka nagtuon sa klase?
"[0, 1, 0, 0]"," Sige'g ingon nga nagtinabangay sila, pero sa katapusan sugo ra man sa direktor ang nakahatag kanunay sa kontra"
"[0, 0, 0, 1]"," Dili lang siya mahatagon sa kwarta, kundi mahatagon usab siya sa iyang panahon"
"[0, 1, 0, 0]","Ay, friend, duha ka semana na ko nag-ingon nga duha ka beses ka mag-brush sa imong ngipon, tul-id na ninyo nga tuhikon kas manok"
"[0, 0, 0, 1]", Ang mga higala nagsugod na og katinggahan sa tuslok baki nga dula
"[0, 0, 0, 1]"," Pagsulod sa Bag-ong Tuig, walay kapareho sa tunog sa mga pabuto nga nagpasabot sa pagsugod sa usa ka bag-ong tuig"
"[1, 0, 0, 0]", Ang mga tawo nga baga ug nawong wala gyud kahibalo unsa ang kahulugan sa pagkamahigugmaon
"[1, 0, 0, 0]"," Hala, makaulaw ka sturya ni siya, abot sa pikas bukid iya tabi"
"[1, 0, 0, 0]"," Ang akong mga amigo sige ra ug komento nga ang tanan, sa usa ka panahon, kinahanglan buak ang pakwan"
"[0, 1, 0, 0]"," Di ko interesado sa imong mga problema, kay kung wala kay lingaw, dakpa imong utot!"
"[0, 0, 0, 1]", Makawat ang imong cellphone kung dili nimo kini bantayan
"[1, 0, 0, 0]"," Siguro, kinahanglan nato silang tabangan imbis nga husgahan, kay ang mga babayeng’ mugbo’g lupad may kadagatan sa mga rason"
"[0, 0, 0, 1]", Ang mga mag-uuma kasagara maggamit og bunal aron masiguro ang seguridad sa ilang mgaproduktong panguma
"[0, 0, 0, 1]","Grabe na ka daot ang akong laptop, dili na jud siya mag-on"
"[0, 0, 1, 0]"," Labaw pa sa tanan, mas maayo ang mood human ka mag-ul-ol!"
"[0, 0, 1, 0]", Usa ka importante nga butang ang pag-amping sa imong pribadong bahin
"[0, 0, 1, 0]",Dili ko gusto nga hisgutan ang taga sa atong dinner conversation
"[0, 1, 0, 0]"," Importante nga mahibaw-an nato nga anak sa pobreng utin ra ta, magpakatotoo ta sa atoang mga limitasyon."
"[0, 0, 0, 1]",Nakahibalo ka ba nga ang bangus kay usa sa mga paborito nga isda sa Southeast Asia?
"[1, 0, 0, 0]", Ang mga tawo pirmi mag-ingon nga siya anak sa engkanto kay lahi ang iyang hitsura.
"[0, 0, 0, 1]", Gikonsiderar ang puti sa itlog nga usa ka healthy ingredient sa daghang mga putahe
"[1, 0, 0, 0]"," Ang mga pasabot sa anak sa buhat dili lang sa kwarta, apan sa pagpaningkamot nga magpadayon"
"[0, 0, 1, 0]"," Mag-rampa ta sa baybayon karun, para mag-relax gamay"
"[1, 0, 0, 0]", Nagdala ko ug mga bulak aron mawala ang bahong biyudo sa akong kwarto
"[0, 0, 0, 1]", Ang mga area sa rampa gisulatan sa brand names ug designs.
"[0, 1, 0, 0]","Dili ka na makasab-an, walay bilatasan jud ka!"
"[0, 0, 1, 0]"," Naabot na ba ang balita nga si Alex, wala nahilig siya, pero kanunay magpaka-cute sa mga boys."
"[1, 0, 0, 0]", Kinsa ba ang magdahum sa anak sa liki nga kawayan nga mahimong usa ka sikat nga artista
"[1, 0, 0, 0]", Daghang mga tawo ang nagtan-aw kaniya nga anak sa liking kawayan tungod sa iyang liwaton ug pamatasan
"[0, 1, 0, 0]"," Magsugod ta sa hiking, unya sa ubos nakalugsong ta sa sardinas!"
"[0, 1, 0, 0]"," Kung naglisod ka, hunahuna-a nga kang kinsa man na imong sala"
"[1, 0, 0, 0]"," Sa laktod nga pagkasulti, ang pagka anak sa sakramento nagpasabot sa pagkahiusa sa pamilya"
"[0, 1, 0, 0]"," Mas maayo nga maminaw ka sa imong kaugalingon kay kung na-s ka, just follow ra"
"[1, 0, 0, 0]"," Ang bata sa akong silingan, morag ander da bunal na sa iyang uyab kay di na makapanghimo sa mga butang nga gusto niya"
"[0, 0, 1, 0]"," Swerte, kay ang iyang kinatawo naghatag kaniya ug kadasig sa pagpadayon"
"[0, 1, 0, 0]"," Ang mga artista sa maong salida, tinuod nga vitamins sa mata ang tanang cast."
"[0, 1, 0, 0]"," Kung nalang daan sila nagplano ug tarong, dili unta sugo sa direktor ang mahimong rason"
"[0, 0, 1, 0]", Kinsa man diay nang atala nga amon gitawag nga 'malas'?
"[0, 1, 0, 0]","Nag tan-aw ka sa iyang mga mata nga puno sa pula, ingna lang siya, ""Pis be with you!"""
"[0, 1, 0, 0]","Kanan nga pagkaon, alsa og balay, kay nagluto ko og munggo karon!"
"[0, 1, 0, 0]","Bugog mama kaayo ka, nagtuo ka nga makasulod ka sa exam nga walay pagtuon!"
"[1, 0, 0, 0]"," Ang iyang hitsura, babayeng ikogan kaayo"
"[0, 1, 0, 0]"," Dili na ko mutuo sa imong mga rason kay kang kinsa man na imong sala, ikaw ra gihapon ang mag-antos"
"[0, 0, 0, 1]"," Sa kapehan, nag-sulti ang akong amigo nga uhaw ang camel siya ug gusto og ginaw"
"[0, 0, 1, 0]", Ang pagpaabang usa ka suok nga dalan nga tambagan nato ang mga batan-on sa dili pa sila moadto diha.
"[1, 0, 0, 0]", Siguraduhon nako nga makadawat ang akong anak sa bunyag og maayo nga regalo
"[0, 1, 0, 0]"," Tila nagtingog ka ra sa hangin, kung wala kay lingaw, dakpa imong utot!"
"[1, 0, 0, 0]"," Nagsulti siya nga nangita siya og kauban, pero klaro kaayo nga bilat ray puhonan ang iyang gipangita"
"[0, 0, 1, 0]"," Dili na siya basta-basta nga espadahan, kay ang iyang abilidad sa arena naghatag dako nga pasidungog"
"[0, 0, 1, 0]",Duda ko na maghilawas na sila sa balay ni Juan
"[0, 0, 1, 0]"," Kaning mga bata, kasagaran ra man mag-istorya sa pabuto nga mura ra'g dula-dula"
"[0, 0, 0, 1]", Kailangan na gyud nako magpa-check up sa akong panaw kay ingon sila makapadako ni sa akong lawas
"[0, 1, 0, 0]"," Wala’y makapugong nako, ayaw pagbuot kay lain-lain ta og lubot"
"[1, 0, 0, 0]"," Paghikap sa akong sakyanan, nagsulti siya nga ""ipark na lang diha,"" ug ako ra gyud nga ""ander"" sa iyang sugo."
"[1, 0, 0, 0]", Mas makaila pa ko sa mga babayeng ikogan human sa akong mga meeting uban kanila
"[0, 0, 1, 0]", Makita nimo nga ang iyang espada usa ka importante nga bahin sa iyang pagkatao.
"[1, 0, 0, 0]",Makita nimo nga siya murag anak sa anuos lagom na kaayo
"[0, 0, 1, 0]", Naay daghang mga sakit nga maabot kung dili nimo atimanon ang imong tunga
"[0, 0, 0, 1]"," Sa tunga sa dula, nag-ingon ang coach nga uhaw ang camel na ang tanan ug dapat na tay pahulay"
"[1, 0, 0, 0]"," Dili ko gusto nga mahimong ander de bunal sa akong pamilya, mas maayo pa nga magpa-strong ta"
"[0, 0, 1, 0]",Naa kay makita nga shirt ni Juan nga may linukot sa atubangan?
"[0, 0, 1, 0]", Niana siya nga kinahanglan siya magpahuway kay nagdaot siya
"[1, 0, 0, 0]"," Karon, nagtan-aw ko sa bag-ong haon sa brand nga akong gusto, murag sulit kaayo!"
"[1, 0, 0, 0]", Ang mga kasinatian sa akong mga kauban nagpakita nga ang anak sa sakramento dignidad ug respeto ang ginasustento
"[1, 0, 0, 0]"," Wala ko magdahum nga ang akong amigo mahimong isa sa mga babayeng ikogan, pero maayo man siya"
"[0, 0, 1, 0]", Dili angay mag binastos kag magsturyanay sa inyung kargada
"[0, 0, 1, 0]"," Ayaw sah pag-ulan, mag-rampa ra man ta puhon"
"[0, 0, 1, 0]", Wala nako siya gi-judge kay masabtan ra man nako ang sitwasyon sa pagka-paabang
"[1, 0, 0, 0]", Ang akong anak sa bunyag kay swerte kaayo kay nakadawat siya og daghang regalo
"[0, 0, 0, 1]", Kasagaran sa mga tawo magpanaw sa bukid
"[0, 0, 0, 1]","Taga Cebu ko, mao nga kasagara sa akong mga amigo gikan diri"
"[0, 0, 1, 0]", Ang mga tawo nagtan-aw nga nag-sabong ang ilang mga paboritong hayop
"[0, 1, 0, 0]","Nindot kaayo na imong haircut, nadakpan na ba ang nagtupi nimo?"
"[0, 0, 0, 1]"," Nag-abot na siya, pero wala sila nagka-istorya"
"[0, 0, 0, 1]"," Sa seminar, gibisita namo ang mga pamaagi sa epektibong pamamahagi sa mga impormasyon"
"[0, 1, 0, 0]", Wala siya kabalo nga ang pag-istorya nga walay bilatasan makadaot sa iyang ngalan.
"[0, 0, 1, 0]","Saka, dakong bahandi ang pagkahibalo sa uban nga mga tawo bahin sa ilang taliba"
"[0, 1, 0, 0]"," Kung di nimo gusto ang tinood, ipanabi na sa clouds"
"[0, 0, 0, 1]", Ang tunga sa oras nga ako nahuman sa trabaho kay 5:00 PM
"[0, 0, 1, 0]"," Ayaw lagi pag-antos sa iyang bunal, kay murag naay laing paagi"
"[0, 0, 0, 1]", Ang kargada nga gi-load sa barko andam na sa pagbiyahe
"[0, 0, 1, 0]"," Pinaagi sa rampa, makadiskubre kita og bag-ong mga lugar"
"[0, 0, 0, 1]", Ang isdaa nga akong gipalit karon kay lami kaayo ug mantika.
"[1, 0, 0, 0]"," Magpaka-basa og tai man gyud ang uban, bisan wala gyud klaro nga na-achieve"
"[0, 0, 1, 0]",Murag naay mga kalihukan sa talib karon
"[1, 0, 0, 0]"," Ayaw na lang pag-apil-apil sa balhiboon og dila, mas maayo pa ang maghintay sa tinuod."
"[0, 1, 0, 0]","Oy bai, long time no see but now, sinaw, mingawa na nako nimo bai"
"[0, 1, 0, 0]"," Wala ko kaabot sa imong punto, aykog labda"
"[0, 0, 0, 1]", Gusto ko nga ang akong sapatos kay ugis aron mohaom sa akong sinina
"[1, 0, 0, 0]"," Kaniadto, awas og palad siya, apan karon naglisod na siya"
"[1, 0, 0, 0]"," Mura ug basag baba si Ella sa grupo, kay daghan kaayo siya og istorya"
"[0, 0, 1, 0]", Kabalo ka ba nga ang uban nagplano nga molayag sa kalipay sa dihang magkasama sila sa resort?
"[1, 0, 0, 0]"," Sa atong kultura, ang mga anak sa sakramento kay gihatagan ug dungog sa pamilya"
"[1, 0, 0, 0]","Murag anak sa engkanto ang iyang kutis, puti kaayo."
"[1, 0, 0, 0]", Siguradong lingaw ka sa bag-ong haon nga dula sa PC nga nag-release karong semana!
"[0, 0, 0, 1]", Dako kaayo ang excitement sa sabong kay mag-atubang ang mga best gamecocks
"[0, 0, 1, 0]",Ang mga problema sa kinabuhi kay sama sa autuas nga magpabilin hangtod sa atong masulbad kini
"[0, 0, 0, 1]", Naay daghang mga photographers nga nagkuha og mga litrato sa rampa.
"[0, 0, 0, 1]", Mas maayo siguro kung magpaabang ko og kwarto sa universidad
"[0, 1, 0, 0]","Ayaw pagbuot, lain-lain tag lubot, ayaw kalimti nga naa koy sariling mga desisyon!"
"[0, 0, 1, 0]",Ang kampilan nagpangita sa labing maayong mga langob nga madaug sa rina
"[0, 1, 0, 0]",Kinsa ba naghulat na sa usa ka karakter nga dili maghimo og dili makatarunganong desisyon? Sugo sa direktor man
"[0, 1, 0, 0]","Ni dala siya ug pato sa bulangan, bugog papa bataa"
"[0, 0, 1, 0]", Dili sila magpahibalo pero kabalo gyud mi nga nagplano na sila og pabuto
"[0, 0, 1, 0]", Mas maayo nga mag-batil na lang kaysa magka problema sa gugma
"[0, 1, 0, 0]"," Hala, CI ka? O unsa man jud imong gusto mahibal-an?"
