annotate,post,language
"[1, 1, 1, 0]",gina lagnat subong ang thailand. sa pagka init init!!!!! tabang,__label__ceb_Latn
"[1, 1, 0, 0]",ayaw ko na tlga nagka lagnat pa amputa,__label__ceb_Latn
"[0, 0, 0, 0]",inabot nang lagnat basag,__label__ceb_Latn
"[1, 1, 0, 0]",may lagnat na nga ginanon pa,__label__war_Latn
"[1, 1, 1, 0]",nga a subong pa ko gi lagnat? huhu okininam,__label__ceb_Latn
"[0, 0, 0, 0]","in another life ha? tangina, wag na pagod na ako",__label__war_Latn
"[0, 0, 0, 0]",pagod nako.,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na pagod na sha,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na pagod na pagod na ako magcommute,__label__war_Latn
"[1, 1, 1, 1]",nahihirapan nako sa ubo ko,__label__ceb_Latn
"[1, 1, 1, 0]",atay nga ubo mu tukar jud ug mo skwela ta,__label__ceb_Latn
"[1, 1, 1, 1]",good morning except sa ubo ko,__label__ceb_Latn
"[1, 1, 1, 0]",daw taga gab e nalang ko gina barokoy ka ubo ba,__label__ceb_Latn
"[1, 1, 1, 0]",sakita jd sa buot basta si sevi mag sakit oyy mao najud ni grabe nyang ubo ba,__label__ceb_Latn
"[1, 1, 1, 0]","ang ubo ni zoey ug sipon ni liam, sa akoa na nipadulong. huhu",__label__ceb_Latn
"[0, 0, 0, 0]",imbes magmayad ang ubo naglala pa hayst,__label__ceb_Latn
"[0, 0, 0, 0]",nagbalik naman ning ubo nako oi! bulsyet!,__label__ceb_Latn
"[1, 1, 1, 1]",ywa alas 3 na di ko katuloggg tungod sa akong ubo,__label__ceb_Latn
"[1, 1, 1, 0]",unsaon mani pag tulog uy kalintora sipon ubo hays,__label__ceb_Latn
"[1, 1, 1, 0]",subong lang naumpawan lagnat ko tabang,__label__ceb_Latn
"[1, 1, 0, 0]",absent ako ayaw mawala lagnat ko kahapon pa to,__label__ceb_Latn
"[1, 1, 0, 0]",may lagnat na nga eh,__label__war_Latn
"[1, 1, 1, 0]","lipay kaayo si ramon na naayo nako sakong lagnat kay pila pud siya ka days nag antos sakong kaluya, nag uban lagi mi pero murag wala kay akong utok ug lawas nabilin sakong kwao and grabe ka oa hahahahahahahahahahahaha",__label__ceb_Latn
"[1, 1, 1, 1]",3 days nakong may lagnat,__label__ceb_Latn
"[1, 1, 0, 0]","nakisabay man ni ang sip on, ubo kag lagnat duro ulobrahon pay",__label__ceb_Latn
"[1, 1, 1, 1]",lumbayan moko lagnat ka tanginaaca,__label__ceb_Latn
"[1, 1, 0, 0]",unang lagnat sa 2024,__label__ceb_Latn
"[1, 1, 0, 0]",may sinat na nga,__label__war_Latn
"[1, 1, 1, 1]",morning panay ubo kainis,__label__ceb_Latn
"[1, 1, 1, 0]",samoka sab aning ubo sipon pud ui,__label__ceb_Latn
"[1, 1, 1, 0]",kapoya aning gi ubo ug gi sipon ta oy patya na lang ko,__label__ceb_Latn
"[1, 1, 1, 0]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays,__label__ceb_Latn
"[1, 1, 1, 1]",langyang ubo toh badtrip,__label__ceb_Latn
"[1, 1, 1, 1]",papa check up na nga haha hayop na ubo to,__label__war_Latn
"[1, 1, 1, 0]",gi ibtan ngipon hilanat ubo mens,__label__ceb_Latn
"[0, 0, 0, 0]","ang daming masakit saakin like masakit ulo ko, masakit likod ko, masakit ilong ko, masakit mata ko, masakit throat ko, masakit dibdib ko, masakit puson ko",__label__ceb_Latn
"[1, 1, 0, 0]",inabot nga ng lagnat,__label__war_Latn
"[0, 0, 0, 0]",lagnat ikw na ba ito?,__label__war_Latn
"[1, 1, 0, 0]",tangina lagnat ang inabot huhuhu,__label__ceb_Latn
"[1, 1, 1, 0]","gipang lagnat naman ang all uy, sa tanang uso mao pa na akong masabayan jusq.",__label__ceb_Latn
"[1, 1, 0, 0]",ubo sipon lagnat,__label__ceb_Latn
"[1, 1, 1, 0]",nami mag breakdown di sa room dahil sa lagnat ug daghan urubrahon pero na shy ko,__label__ceb_Latn
"[1, 1, 0, 0]","good morning be, wala nako lagnat",__label__ceb_Latn
"[0, 0, 0, 1]",anak ng ayaw nakong lubayan ng lagnat nato oh,__label__ceb_Latn
"[1, 1, 1, 1]",pabida lagnat karon pa nga damo ko activities,__label__ceb_Latn
"[1, 1, 1, 1]",lagnat pa nga,__label__war_Latn
"[1, 1, 0, 0]",hello jwu huhu nagkaron pa ng lagnat bwiset ka universe,__label__ceb_Latn
"[1, 1, 0, 0]",good morning wala na ko lagnat,__label__ceb_Latn
"[1, 1, 0, 0]","lagnat, ubo, sipon, sig suka, unsa pa sunod?",__label__ceb_Latn
"[1, 1, 0, 0]",may lagnat parin kamo hj,__label__war_Latn
"[1, 1, 0, 0]","alikabok, sore throat, lagnat, dehydration, sakit sa katawan",__label__ceb_Latn
"[1, 1, 0, 0]",grabeng sinat,__label__ceb_Latn
"[1, 1, 1, 1]",may sinat ako huhu,__label__war_Latn
"[1, 1, 1, 1]",jwu may sinat ako,__label__war_Latn
"[0, 0, 0, 0]",nanghihina akoh pag di wash day,__label__war_Latn
"[0, 0, 0, 0]",ang cuteeeee please lang nanghihina ako pakurot nga,__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina ako wonwoo,__label__war_Latn
"[1, 1, 1, 1]",nanghihina ako dzai,__label__war_Latn
"[0, 0, 0, 0]",pagod na q,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","pagod nako sainyo, suko na",__label__ceb_Latn
"[0, 0, 0, 0]","pagod na ko, pota yan",__label__war_Latn
"[0, 0, 0, 0]",pagod na gar.,__label__war_Latn
"[0, 0, 0, 0]","lord, pagod na po ako.",__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na pagod na pagod na pagod ako putangina,__label__war_Latn
"[0, 0, 0, 0]",pagod na ko.,__label__war_Latn
"[0, 0, 0, 0]","pagod na ako wonu, pero cge",__label__war_Latn
"[1, 1, 1, 0]",kakapoy ba aning nay sip on tas ubo ga balon tag tissue permi,__label__ceb_Latn
"[1, 1, 1, 1]",mamatay na ata ako sa ubo ko,__label__ceb_Latn
"[1, 1, 0, 0]",ayyy okay nagevaporate ang lagnat,__label__ceb_Latn
"[1, 1, 0, 0]",may lagnat ang luis ko,__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina na kami beh i maze u so much,__label__war_Latn
"[0, 0, 0, 0]","wonu tama na, nanghihina nako",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na nga tapos ganon pa maririnig,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod nako potugh,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako magunlock ng waypoint s genshin haf,__label__war_Latn
"[0, 0, 0, 0]",mic test pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod ako aa,__label__war_Latn
"[0, 0, 0, 0]",pagod na ako huhu tt,__label__war_Latn
"[0, 0, 0, 0]",pagod na.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na me.,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]","pagod na ako but i remember wala pasok sa friday, naging 50 nalang pagod ko.",__label__ceb_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[1, 1, 1, 1]",may ubo ata haha nasa story niya paos pa daw,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na akk,__label__war_Latn
"[0, 0, 0, 0]",pagod na oy,__label__war_Latn
"[0, 0, 0, 0]",pagod na eh,__label__war_Latn
"[1, 1, 0, 0]",grabe ang ubot sipon huhu,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",girl na pagod sa capitalism,__label__ceb_Latn
"[0, 0, 0, 0]",tuesday palang pagod na pagod naaa,__label__ceb_Latn
"[1, 1, 1, 0]",palabi man sa ice cream mura mag way ubo.,__label__ceb_Latn
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay",__label__ceb_Latn
"[0, 0, 0, 0]",nanghihina ako jeon wonwoo!!!,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na ako,__label__war_Latn
"[0, 0, 0, 0]",pagod na ko. tuesday pa lang.,__label__ceb_Latn
"[0, 0, 0, 0]",lalambot na ako sa pagod,__label__ceb_Latn
"[0, 0, 0, 0]",pagod nako mabuhay jusko,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na ako so much,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod,__label__war_Latn
"[0, 0, 0, 0]","jelly sorry na, ano na. ayaw mo na ba? pagod ka na, jelly?",__label__war_Latn
"[0, 0, 0, 0]",i am okay. pagod lang sa adult life p.s. hayp na yan san ka nagmana?,__label__ceb_Latn
"[1, 1, 1, 0]","atay ning ubo, ayha pa mo tukar nag sakay kog jeep yw",__label__ceb_Latn
"[1, 1, 1, 0]",kanus a mani mawala akong ubo ug sip on uy,__label__ceb_Latn
"[1, 1, 1, 1]",masakit ang likod tapos may ubo pa.,__label__ceb_Latn
"[1, 1, 1, 0]",nganu gi ubo mn ko uy,__label__war_Latn
"[0, 0, 0, 1]",di gani ni mawala akong ubo ako nalay mawala ani sigeha,__label__ceb_Latn
"[1, 1, 1, 0]",nitukar lage akong ubo buset,__label__ceb_Latn
"[1, 1, 1, 0]",gina lagnat subong ang thailand. sa pagka init init!!!!! tabang,__label__ceb_Latn
"[1, 1, 0, 0]",ayaw ko na tlga nagka lagnat pa amputa,__label__ceb_Latn
"[0, 0, 0, 0]",inabot nang lagnat basag,__label__ceb_Latn
"[1, 1, 0, 0]",may lagnat na nga ginanon pa,__label__war_Latn
"[1, 1, 1, 0]",nga a subong pa ko gi lagnat? huhu okininam,__label__ceb_Latn
"[0, 0, 0, 0]","in another life ha? tangina, wag na pagod na ako",__label__war_Latn
"[0, 0, 0, 0]",pagod nako.,__label__ceb_Latn
"[0, 0, 0, 0]",pagod na pagod na sha,__label__war_Latn
"[0, 0, 0, 0]",pagod na pagod na pagod na pagod na ako magcommute,__label__war_Latn
"[0, 1, 1, 1]",natug nga sakit ang dughan samot diay igmata,__label__ceb_Latn
"[0, 0, 0, 0]","nganong ni uso naman sab ning parvo run uy, bahalag mag kiat ug mag sinamok ug ayo among mga iro dri dili lang mag ka parvo mag sakit akong dughan makita ni sila mag luya.. bag o pa gani naka recover ang usa, kining isa nasab nag luya jusko",__label__ceb_Latn
"[0, 0, 0, 0]",bay di nako musubaybay ug national finals sunod bi kay dungag2 rani sakit sa dughan. tulo na ka national final ang nakapapiskat nako.,__label__ceb_Latn
"[0, 0, 0, 0]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani",__label__ceb_Latn
"[0, 0, 0, 0]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani",__label__ceb_Latn
"[0, 0, 0, 0]","sakita nimos dughan oy, sakit kaayu ka higugmaon. i really dont know if you love me pa, early man ka mo greet nako sauna, what happened to you man? and never ga matter nako ang gift maskin lambing nalang nimo.",__label__ceb_Latn
"[0, 0, 0, 0]","dili lang kamo ang naay problema plzz consider me as a human being, consider me as a student pud, consider me as a kid pud palihog, sakit na kaayo akong dughan sig huna huna sainyong problems, inyong problems akoy mag atiman",__label__ceb_Latn
"[0, 0, 0, 1]",agahon pa sakit ang dughan ah,__label__ceb_Latn
"[0, 0, 0, 0]","ani diay ang ma feel kung sobra nimo ka palangga ang isa ka tao, sakit kaayo sa pa na paspas ra kaayo ang tanan naa pa ang oras, why ani d nako kaya pota karon rako ka try og hilak na pinaka lala, tanan kasakit karon ragyud nabuhos, please sakit gyud sya sa dughan.",__label__ceb_Latn
"[0, 0, 0, 0]",soft spoken pero sakit pd lges dughan ang mga words??,__label__ceb_Latn
"[0, 0, 0, 0]",ang sakit nga na feel nako para sa akong daddy di ma kaya murag gikumot akong dughan,__label__ceb_Latn
"[0, 0, 0, 1]",matulog nga sakit ang dughan,__label__ceb_Latn
"[0, 0, 0, 0]",grabe sakit kaayo sa dughan makita ang mga tao sa carmen naa na sa gawas sa kalsada naglapag og tent tapos walay mga suga,__label__ceb_Latn
"[0, 1, 1, 1]",sa imong hug gihapon mutahan og mawala ang sakit sa dughan pero unsaon ko man?,__label__ceb_Latn
"[0, 0, 0, 1]","gaduda gid kuya kay pila na ka weeks nga du ka okay lang tanan, sadya lang, good time lang gakatabo saakon hahaha. lain gali ang balos potanginaaaaa, sakit sakit lo, sakit sakit gid ya. du ma lupok ang dughan ko lolo. halin sang una ikaw gid ya gaapin saakon.",__label__ceb_Latn
"[0, 0, 0, 0]","ginoo ko intawon oi, ka sakit ba sa dughan makita aning naa sa facebook nga mga balita. pamalandungi tawon ginoo ang mga nasalanta og landslide.",__label__ceb_Latn
"[0, 0, 0, 0]","makahilak sad ta magtan aw sa mga nahitabong trahedya karon uy, sakit kay sa dughan tan awon ang mga videos",__label__ceb_Latn
"[0, 0, 0, 0]",sakit kaayu sa dughan paminawn ang mga bata nga gahulat sa ilang mga ginikanan,__label__ceb_Latn
"[0, 0, 0, 1]",du sakit lgi ni siya gamay sa dughan poide nd lg anay kay mahibi n gd bla ko early oa hours kay nababatyagan ang early n 2log!,__label__ceb_Latn
"[0, 0, 0, 0]",dili sako magfacebook bai!! sakit jud kaayo sa dughan ang trahedya na gisinati sa masara,__label__ceb_Latn
"[0, 0, 0, 0]",sakit kaayo sa dughan tan awn ang mga na recover nga natabunan sa landslide,__label__ceb_Latn
"[0, 0, 0, 0]",stop ang pag scroll sa fb early morning kay sakit sa dughan huhu,__label__ceb_Latn
"[0, 0, 0, 0]",nnag sakit akong dughan sa mga panghitabo unta makitan na ang mga natabunan,__label__ceb_Latn
"[0, 0, 0, 0]","gusto ko mag celebrate sa kalipay kay engaged na akoa friend, pero sakit kaayo sa dughan makita ang mga post about landslide sa masara",__label__ceb_Latn
"[0, 0, 0, 0]",sakit sa dughan nga makita nako ang asawa saakong cousin ganiha nga gahilaka,__label__ceb_Latn
"[0, 0, 0, 0]",tama na lord pls. sakit na kaaayo. unsa paman ang buhaton nako lord. sobra na kaayo ang sakit sakong dughan lord,__label__ceb_Latn
"[1, 1, 1, 1]",sakit sa dughan makita ang puppy mamatay,__label__ceb_Latn
"[1, 1, 1, 1]",dinamani gaka wala ako hilanat oy samokaa,__label__ceb_Latn
"[1, 1, 1, 1]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays,__label__ceb_Latn
"[1, 1, 1, 1]",grabe akong hilanat. pahilot pa more. ning gawas ang sakit2,__label__ceb_Latn
"[1, 1, 1, 1]",gi ibtan ngipon hilanat ubo mens,__label__ceb_Latn
"[1, 1, 1, 1]",naunsa nman ni balik man hilanat,__label__ceb_Latn
"[1, 1, 1, 1]",hilanat man guro ni,__label__war_Latn
"[1, 1, 1, 1]",putangina gimingaw ang hilanat nako ni balik,__label__ceb_Latn
"[1, 1, 1, 1]",kapoya salon pag hilanat,__label__ceb_Latn
"[1, 1, 1, 1]","wew, abi kog hilanat ra, admit man sad tag pinakalit ani",__label__ceb_Latn
"[1, 1, 1, 1]",hilanat jud padulngan ani ba,__label__war_Latn
"[1, 1, 1, 1]",aha ragud ang hilanat ug ikay nanghanggat,__label__ceb_Latn
"[1, 1, 1, 1]",sukia natog hilanat oy,__label__ceb_Latn
"[1, 1, 1, 1]",pawala na hilanat daghan pko buhatonon,__label__ceb_Latn
"[1, 1, 1, 1]",bata pata sauna idagan ra ang hilanat karon nga tigulang na di na kaya lubog na diritso,__label__ceb_Latn
"[1, 1, 1, 1]",same symptoms among pag hilanat ni kuya. kulbaan basin dengue,__label__ceb_Latn
"[1, 1, 1, 1]",dakpan napud sa hilanat,__label__ceb_Latn
"[1, 1, 1, 1]","grabe akong gaba, gaawas kay wala pa nahuman diay. niapas pa akong hilanat",__label__ceb_Latn
"[1, 1, 1, 1]",wa nako ganahi aning sig balik balik nga hilanat,__label__ceb_Latn
"[1, 1, 1, 1]",mao najud ning time madutlan nakog hilanat,__label__ceb_Latn
"[1, 1, 1, 1]","hilanat pay imo, imo pay hilanat",__label__ceb_Latn
"[1, 1, 1, 1]",ganahan kaayo ko mag duwa ba pero akoa hilanat maka buang,__label__ceb_Latn
"[1, 1, 1, 1]",way maayo sa buntag waa hilanat may mo sugat,__label__ceb_Latn
"[1, 1, 1, 1]","clav souvenir sipon, ubo ug hilanat",__label__ceb_Latn
"[1, 1, 1, 1]",ywa oie gus2 bya q moduty ugma ay balag kapoiii gt plsss hilanat dun k sa far away ywa,__label__ceb_Latn
"[1, 1, 1, 1]",nganong ka wrong timing ning hilanat! bisag naa koy lakwon!!!!,__label__ceb_Latn
"[1, 1, 1, 1]",pila na ni ka adlaw ang hilanat kag ubo i miss my voice,__label__ceb_Latn
"[1, 1, 1, 1]",skwela raba ugma basin makatakod tas atong hilanat haruuuy,__label__ceb_Latn
"[1, 1, 1, 1]",grabehag transition sako gipamati ron oi. hyper sakit ulo hilanat,__label__ceb_Latn
"[1, 1, 0, 0]","sauna once or twice a year ra magsakit, karun ga dungan ang mga sakit. paghuman sa hilanat, ma trigger ang allergies. mura mag g trippan akong immune system",__label__ceb_Latn
"[1, 1, 1, 1]","wa pako naulian geatay, naa pa akong sorethroat ug head ache upat na kaadlaw. hilanat ray na wagtang",__label__ceb_Latn
"[1, 1, 1, 1]",nabungol najud kos ka mingaw sa among lugar. maka hilanat ng kamingaw gais,__label__ceb_Latn
"[1, 1, 1, 1]",tungod ni sa ubo ako hilanat,__label__ceb_Latn
"[1, 1, 1, 1]",di naman nuon mo biya ning hilanat sa atoa,__label__ceb_Latn
"[1, 1, 1, 1]","mayta maayo nako, ga sige rjud balik2 akoa hilanat and tag 39 jud alwaysss",__label__ceb_Latn
"[1, 1, 1, 1]",mawala na unta ni by monday ako hilanat uy kay diko gusto ma biyaan ojt bushet,__label__ceb_Latn
"[1, 1, 1, 1]",tukar nsd atong hilanat ani ky di mn mo kaon,__label__ceb_Latn
"[1, 1, 0, 0]",hilanat lang sa ang disney princess,__label__ceb_Latn
"[1, 1, 1, 1]",kamao sad mu timing akoa hilanat ug sip on kay gi timing walay klase pero di jud nako keri hilantanon nga wala ako mama,__label__ceb_Latn
"[1, 1, 1, 1]",nabuyagan mn diay kian bantog ra taga gabii ra ga balik iya hilanat,__label__ceb_Latn
"[0, 0, 0, 1]",wa naman ni na mao akong hilanat uy,__label__ceb_Latn
"[1, 1, 1, 1]",tambal sa hilanat ug subaw,__label__ceb_Latn
"[1, 1, 1, 1]",kanus a mani mawala akong hilanat uy ahak,__label__ceb_Latn
"[0, 0, 0, 0]",gitimingan gyud na walay klase tapos ayha ko tagaan ug hilanat weeeee imbes oppounity na unta ning long weekend para mucatch up sakong pending workload,__label__ceb_Latn
"[1, 1, 1, 1]",sige naman lang kog hilanat ani oy,__label__ceb_Latn
"[1, 1, 1, 1]",maulian akong hilanat if ma secure nako ang wonwoo semicolon,__label__ceb_Latn
"[1, 1, 1, 1]",hilanat pa nga,__label__war_Latn
"[1, 1, 1, 1]",di ko pahibaw sako parents ge hilanat ko kay ignon rakog tungod sakong ka laagan nga tinuod man pud,__label__ceb_Latn
"[1, 1, 1, 1]",naa pagyud ko kanta run da iponan. grabe akong hilanat,__label__ceb_Latn
"[1, 1, 1, 1]",i lulu ra guro ning hilanat ni?,__label__ceb_Latn
"[0, 0, 0, 1]",ataya ani nga hilanat oy,__label__war_Latn
"[1, 0, 0, 0]",hilanat gyud diay siya,__label__ceb_Latn
"[1, 1, 1, 1]",okay na akoang hilanat pero akoang labad sa ulo kay nagpabilin,__label__ceb_Latn
"[1, 0, 1, 0]",kuyawa pod aning hilanat ni marc uy abot man pila ka adlaw d naman ata ni normal,__label__ceb_Latn
"[1, 1, 0, 0]",haha asthma hilanat pero skwela gihapon,__label__war_Latn
"[1, 1, 1, 1]",hilanat najud ni,__label__war_Latn
"[1, 1, 1, 1]",ya hilanat ka bata ko taas du indi man ko makampante amo ja gle ka budlay kng rayo kaw sa pamilya mo,__label__ceb_Latn
"[1, 1, 1, 1]",asa raman nang hilanat kung makaanswer kog tarong ugma,__label__ceb_Latn
"[1, 1, 1, 1]","hilanat, ubo ug sip on tapos sabay pang pus on hala laban lawas",__label__ceb_Latn
"[1, 1, 1, 1]","kung kaylan lunes na, adto pa na hilantan ug gi sip on, ano batong taong 2",__label__ceb_Latn
"[1, 1, 1, 1]",karon pako byahe tapos gi hilantan pa jud atay nani,__label__ceb_Latn
"[1, 1, 1, 1]",karon pagud ko gi hilantan wtf,__label__ceb_Latn
"[1, 1, 1, 1]",murag gi hilantan si rupaul sa bs the world nga premier hahaha,__label__ceb_Latn
"[1, 1, 1, 1]",gi na hilantan man pud q pero nganong dli man sila ing ato sa akoa?,__label__ceb_Latn
"[1, 1, 1, 1]",ariana grande mode na pd ta sa jacket kay gi hilantan.,__label__ceb_Latn
"[1, 1, 1, 1]",yawaaa ni mata nga gi hilantan huhu,__label__war_Latn
"[1, 0, 1, 0]",wala nako kasabot skoang gi bati run kamatyanon or gi hilantan lang,__label__ceb_Latn
"[1, 1, 1, 1]",gi hilantan natag sugod ani atay na,__label__ceb_Latn
"[0, 0, 0, 0]",skwela napod nga gi hilantan sheesh,__label__war_Latn
"[0, 1, 1, 1]","almost 7am nami nauli ganiha gikan seawall nag inum and now gi hilantan ko wahahaha, tagam dza",__label__ceb_Latn
"[0, 0, 0, 0]",gisagolan man diay nilag robust akong baso pag inom yawa maningala man sad ta nganong init kaayo atong lawas wa man unta gi hilantan,__label__ceb_Latn
"[0, 0, 0, 0]",nagluya,__label__ceb_Latn
"[0, 0, 0, 0]","bwahahahahaha boom nagluya si ante oy hahahahahahaha yama nganong after couple of months, nikalit mag sulod sakong huna nga naa jud ga push nako mu visit ato oy?!?!? pls, karon pa ko ka visit sa wall niya utro ever since last year kay nag promise jud kos akong kaugalingon nga di",__label__ceb_Latn
"[0, 1, 1, 1]",i sear nag ovehink pa gyapon ko until now kay xander and i believed na naa ay isa but 3 ra gyud and what if she stopped giving bih na kay amo gipakaon huhuuuu wala nagluya ang boang active ra kaayo huhuuu niweys unta mugawas ang dachsh breeed,__label__ceb_Latn
"[0, 0, 0, 0]",grabe inoma isa ka adlaw man nagluya,__label__war_Latn
"[0, 1, 1, 1]",huhu masakiton ra kaayo ko nice unta kaayo among laag but nagluya ang ferson ltlt,__label__ceb_Latn
"[0, 0, 0, 1]",nganong karon pamn jud uy ug kanusa nagluya natas kakapoy,__label__ceb_Latn
"[0, 0, 0, 0]",boboy mailhan jud nako nga nagluya ka tungod ni taylor swift. hahhahaahahahahahah yawa alangan nag check out nakog jbl nga speaker kay tuo nakog mu release na syag reptv! ang ending bag ong album!!!! ambot wa ko nalipay!!!,__label__ceb_Latn
"[0, 0, 0, 0]",nagluya man ko oy,__label__ceb_Latn
"[0, 1, 1, 1]",dagat ra jud makapauli sa lawas nga nagluya. bisag makita lang ang blue na dagat ug tingog sa hampak sa balod. salamat sa sunshine lord.,__label__ceb_Latn
"[0, 1, 1, 1]",nagluya kape og matcha ra man diay sulod sakong tiyan karong adlawa,__label__ceb_Latn
"[0, 0, 0, 0]",awkward kaayo maingnan get well soon pero mental helt reasons imong pagkaluya ahahahah fleece,__label__ceb_Latn
"[0, 0, 0, 0]",naluya nman ko oy wa nko kasabot sakung gibati,__label__ceb_Latn
"[0, 0, 0, 0]",naluya ang fersonnn,__label__ceb_Latn
"[0, 1, 1, 1]",naluya pagka realize,__label__ceb_Latn
"[0, 0, 0, 0]",wait lang naluya ko,__label__ceb_Latn
"[0, 0, 0, 0]",naluya gyud kog kalit gahapon ay wtf wa ko kasabot naunsa ko ato. nangluya ka bugat lawas unya gihangak. atay. gani niuli nalang ko diretso,__label__ceb_Latn
"[0, 0, 0, 0]",nagkatawa ko kay after nako mahuman tong pouch kay naluya ko dayon natug dayon pag human hahahahah crochet pa,__label__ceb_Latn
"[0, 0, 0, 0]","naluya na ko, muhilak na ko",__label__ceb_Latn
"[0, 0, 0, 0]",diha ka naluya,__label__ceb_Latn
"[0, 0, 0, 0]","naluya lagi ko ay, wala na guro koy kwaa ba",__label__ceb_Latn
"[0, 0, 0, 0]","natagbaw jud ko diri. naluya ko sa 5 rounds, 3sum, 4sum, 1n1 and many more. i gave them a good show!! . hapit pa ko pauyab sa isa ka hamison ug lawas kay naka 3 pas me ka duha nagawsan lami ug limpyu daw ko mo bj. atay magcge nag chika chika nako pagkahuman.",__label__ceb_Latn
"[0, 0, 0, 1]",hangak!!! grabe naluya ko nawadan kog kusog aning suits. sige pata ani?,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy tawn kog katawa sa talent show sa nana tour niya taud taud naluya pud kog hilak pagkanta ni seungkwan mura jud tag buang ani,__label__ceb_Latn
"[0, 0, 0, 0]",6hrs palang ko nag atubang ug laptop naluya naman sok haahhahaahhaahha,__label__ceb_Latn
"[0, 0, 0, 0]",yowo naluya kaykog dula tt tulgon ko pero di jud ko tig tulog taga hapon ay,__label__ceb_Latn
"[0, 0, 0, 0]",grabe. pati ako naluya og apil,__label__ceb_Latn
"[0, 0, 0, 1]",namali ko sa chaing and bc of that naluya ko sm kay na trauma kang maam doja cat perooo buotan kaayo si sir ma excited nalang ta magduty,__label__ceb_Latn
"[0, 0, 0, 0]",naluya ko haha,__label__war_Latn
"[0, 0, 0, 0]",condition man kaayo nag gym ganina naluya man,__label__ceb_Latn
"[0, 0, 0, 0]",naluya sa ka init ganina,__label__ceb_Latn
"[0, 0, 0, 0]",naluya kos mga panghitabo gyud sa masara ay,__label__ceb_Latn
"[0, 0, 0, 0]",naluya ang princess rhea,__label__ceb_Latn
"[0, 0, 1, 1]",kafunny jud sa research namo sauna oi kay nag extract ug rivina humilis barehands nya nya after extraction kay didto pami kabalo nga makahilo diay nya nagtungok ang tanan kay naluya kay basi mahilo ming tanan,__label__ceb_Latn
"[0, 0, 1, 1]",naluya nako sa studyhan juskooooo,__label__ceb_Latn
"[0, 0, 1, 1]","naluya nako sa ca ambot uyyy kahilakon ko, lisuda pasaron uy",__label__ceb_Latn
"[0, 0, 0, 0]","was looking forward sa sweldo, pero naluya ug samot kay pei rajud gamaya wa man lang kaabot sa target na pang budget unsaon naman lang ni uy piskot",__label__ceb_Latn
"[0, 0, 0, 0]",walay gana mo kaon wa pay tulog hyss,__label__ceb_Latn
"[0, 0, 0, 0]",walay gana mo kaon,__label__ceb_Latn
"[0, 0, 0, 0]",bisan dli ta ganahan mo kaon kasab an nuon tag dli mo kaon dili lage ko mo kaon,__label__ceb_Latn
"[0, 0, 0, 0]",gusto ko mo kaon pero tabang dili ko ganahan manok napd,__label__ceb_Latn
"[0, 0, 0, 0]","hays gikapoy paman japon ko ron, di sa guro ko mang upload pictures",__label__ceb_Latn
"[0, 0, 0, 0]",monday pa gani gikapoy nako. karats tutunlan ni mag discuss oy.,__label__ceb_Latn
"[0, 0, 0, 0]",kay gikapoy na ko iplease mo tbh,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy napud kog motor2 oy ibaligya na ninyo na tanan hahahaha,__label__ceb_Latn
"[0, 0, 0, 0]",dinakoooo lord gikapoy nako,__label__ceb_Latn
