annotate,post
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga"
"[1, 1, 0, 0]",grabe ang ubot sipon huhu
"[0, 0, 0, 1]",pagod na agad
"[0, 0, 0, 0]",gusto nako mag resign lord. gikapoy nako hahahahha pero usahay wa may kapoy
"[0, 0, 0, 0]",bay di nako musubaybay ug national finals sunod bi kay dungag2 rani sakit sa dughan. tulo na ka national final ang nakapapiskat nako.
"[0, 0, 0, 0]","gaduda gid kuya kay pila na ka weeks nga du ka okay lang tanan, sadya lang, good time lang gakatabo saakon hahaha. lain gali ang balos potanginaaaaa, sakit sakit lo, sakit sakit gid ya. du ma lupok ang dughan ko lolo. halin sang una ikaw gid ya gaapin saakon."
"[0, 0, 0, 0]",naluya ko haha
"[0, 0, 0, 0]","lagi ka?lisud sab ikaw kaha mag cege kugos saq lab2x,diba kaha ka moniwang"
"[1, 1, 0, 0]",ayyy okay nagevaporate ang lagnat
"[1, 1, 1, 1]","ani diay ang ma feel kung sobra nimo ka palangga ang isa ka tao, sakit kaayo sa pa na paspas ra kaayo ang tanan naa pa ang oras, why ani d nako kaya pota karon rako ka try og hilak na pinaka lala, tanan kasakit karon ragyud nabuhos, please sakit gyud sya sa dughan."
"[0, 0, 0, 0]",tuesday palang pagod na pagod naaa
"[0, 0, 0, 0]",dagat ra jud makapauli sa lawas nga nagluya. bisag makita lang ang blue na dagat ug tingog sa hampak sa balod. salamat sa sunshine lord.
"[0, 0, 0, 0]",gikapoy nakog suwat
"[0, 0, 0, 0]","ginoo ko tabang. labad na kau ako ulo, gikapoy kau ko nag labaha wai panihapon plus nag huwata sa van jusko wai tulog, napai sip on na mira ubo jud ni paingon.. simbako lang"
"[1, 1, 1, 0]",sakita jd sa buot basta si sevi mag sakit oyy mao najud ni grabe nyang ubo ba
"[0, 0, 0, 0]",shet gikapoy nako study kadaghan sakit
"[1, 1, 0, 0]",ganahan kaayo ko mag duwa ba pero akoa hilanat maka buang
"[0, 0, 0, 0]",matulog nga sakit ang dughan
"[1, 0, 0, 0]","ginoo ko intawon oi, ka sakit ba sa dughan makita aning naa sa facebook nga mga balita. pamalandungi tawon ginoo ang mga nasalanta og landslide."
"[0, 0, 0, 0]",pagod na pagod na ako
"[0, 0, 0, 0]",gikapoy na baya ko
"[0, 0, 0, 0]","kung gikapoy ka sa imo uyab boi, pwes ako wala jd! so noooo"
"[1, 1, 1, 1]",tungod ni sa ubo ako hilanat
"[0, 0, 0, 0]",basta knock down ang all kay gipang kapoy ug limpyo hahaah utro sad nis yuki gikapoy ug samok samok
"[1, 0, 0, 0]","kung kaylan lunes na, adto pa na hilantan ug gi sip on, ano batong taong 2"
"[0, 0, 0, 0]",6hrs palang ko nag atubang ug laptop naluya naman sok haahhahaahhaahha
"[0, 0, 0, 0]",nanghihina ako wonwoo
"[0, 0, 0, 0]","1. ang kugtong nakadungog ka na ba bahin sa urban legend sa higante nga goldfish sa cagayan de oro? aw, ang sugbo dunay kaugalingong katugbang, ang kugtong. ang kugtong usa ka ilado nga leyenda sa dakbayan sa lapulapu. sumala sa urban legend, ang kugtong usa ka higanteng isda nga grupo sa mga tawo nga nagpuyo ubos sa usa ka kompanya sa paggaling. ang uban nagingon nga ang isda makatulon sa usa ka tawo nga tibuok pinaagi sa iyang mga ngipon nga nagisi sa unod ug mga labaha nga himbis. nagtuo sila nga ang mga isda gimutate gikan sa mga biological waste nga produkto gikan sa milling company. may mga tawo nga nagtuo nga swerte ang isda, hinungdan nga giatiman pagayo sa mga tagiya sa milling company ang kugtong aron magmalampuson ang ilang negosyo. 2. minda mora ang mga cebuano ganahan og maayong horror story. ang mosunod nga urban legend kay gikan sa university of san carlos downtown campus. matod nila usa ka estudyante nga gihinganlan og minda mora ang naghasol gihapon sa unibersidad hangtod karon tungod sa iyang trahedya nga gidangatan. ang leyenda nagingon nga si minda mora, usa ka promising nga estudyante nga mahilig magperform, gilugos ug gipatay sa daghang mga security personnel. ang lawas sa kabus nga tinunan giingong gilubong sa usc cultural center. nagtinguha sa pagpanimalos alang sa iyang makalilisang nga kamatayon, nagpadayon gihapon siya sa mga hawanan sa unibersidad. 3. lily ang mga sikat nga filipino urban legend hapit kanunay naglakip og aswang. ang sugbo adunay aswang nga numero sa ngalan nga lily. sumala sa urban legend, si lily usa ka mangkukulam nga milamoy sa mga tawo sa tungang gabii. siya giingon nga labing gamhanan kung modanag ang bulan. i think ganahan mo matulog karung gabii na naay suga"
"[1, 0, 0, 0]",asa raman nang hilanat kung makaanswer kog tarong ugma
"[1, 1, 1, 1]","ginoo ko tabang. labad na kau ako ulo, gikapoy kau ko nag labaha wai panihapon plus nag huwata sa van jusko wai tulog, napai sip on na mira ubo jud ni paingon.. simbako lang"
"[1, 0, 0, 0]",ywa oie gus2 bya q moduty ugma ay balag kapoiii gt plsss hilanat dun k sa far away ywa
"[1, 1, 1, 1]",grabeeeeee pag gising na pag gising dumadagundong yung migraine ko di pa nga okay yung ubo
"[1, 1, 1, 1]",anak ng ayaw nakong lubayan ng lagnat nato oh
"[1, 1, 1, 0]",subong lang naumpawan lagnat ko tabang
"[1, 1, 0, 0]",grabe inoma isa ka adlaw man nagluya
"[1, 0, 1, 1]",ana sila sta your day early daw para mas lami ang imong routine nganong ako alas otso pa lang gikapoy na? hahahahahahahah
"[1, 1, 1, 0]",kanus a mani mawala akong ubo ug sip on uy
"[1, 1, 1, 1]",du sakit lgi ni siya gamay sa dughan poide nd lg anay kay mahibi n gd bla ko early oa hours kay nababatyagan ang early n 2log!
"[0, 0, 0, 0]",dili sako magfacebook bai!! sakit jud kaayo sa dughan ang trahedya na gisinati sa masara
"[1, 1, 0, 0]",may lagnat na nga ginanon pa
"[0, 0, 0, 0]","unta sunod lahi na sad tripan sa kinabuhi, gikapoy nako."
"[0, 0, 0, 0]",pagod na ako magunlock ng waypoint s genshin haf
"[0, 0, 0, 0]",tama namo gikapoy nako wala ko kabalo gipang unsa tamo pati sa pa na relationship nako sa iyaha ipa sangil pa nga about cheating kung unsa among probelma samoa amoa raman unta to
"[1, 1, 1, 1]",pagod na pagod na pagod na pagod na pagod ako putangina
"[0, 0, 0, 0]",sakit kaayu sa dughan paminawn ang mga bata nga gahulat sa ilang mga ginikanan
"[1, 1, 0, 0]",gi hilantan natag sugod ani atay na
"[1, 1, 0, 0]",maulian na ba ko ani akong hilanat gyu
"[1, 1, 1, 0]","naa napod ning ubo nako na madala tanan suka, plema yawa naa pa jud tag bed"
"[0, 0, 0, 0]",diha ka naluya
"[0, 0, 0, 0]",nagkatawa ko kay after nako mahuman tong pouch kay naluya ko dayon natug dayon pag human hahahahah crochet pa
"[0, 0, 0, 0]",basta knock down ang all kay gipang kapoy ug limpyo hahaah utro sad nis yuki gikapoy ug samok samok
"[0, 0, 0, 0]",awkward kaayo maingnan get well soon pero mental helt reasons imong pagkaluya ahahahah fleece
"[1, 1, 1, 1]",ambot oy ywa gikapoy nako sa 2d ug 3d bsht
"[0, 0, 0, 0]",gikapoy naman ko kapoyon mga goys!!!!!
"[1, 1, 0, 0]",wa nako ganahi aning sig balik balik nga hilanat
"[0, 0, 0, 0]",dinakoooo lord gikapoy nako
"[1, 1, 1, 1]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani"
"[1, 0, 0, 0]",wa naman ni na mao akong hilanat uy
"[0, 0, 0, 0]",awkward kaayo maingnan get well soon pero mental helt reasons imong pagkaluya ahahahah fleece
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto."
"[0, 0, 0, 0]",gikapoy naman ko ani uy
"[0, 0, 0, 0]",gikapoy nako aning rle namo bosheet ni
"[1, 0, 0, 0]",kamao sad mu timing akoa hilanat ug sip on kay gi timing walay klase pero di jud nako keri hilantanon nga wala ako mama
"[0, 0, 0, 0]",tama namo gikapoy nako wala ko kabalo gipang unsa tamo pati sa pa na relationship nako sa iyaha ipa sangil pa nga about cheating kung unsa among probelma samoa amoa raman unta to
"[1, 1, 1, 1]",skwela raba ugma basin makatakod tas atong hilanat haruuuy
"[0, 0, 0, 0]",pagod na pagod
"[0, 0, 0, 0]","kong unsa man gani mahitabo, mao nana oy. gikapoy nako magexpect. gikapoy nako magmanifest. dawaton naho bahalag unsay mahitabo. gikapoy nakooo!"
"[1, 1, 1, 1]",grabe sakit kaayo sa dughan makita ang mga tao sa carmen naa na sa gawas sa kalsada naglapag og tent tapos walay mga suga
"[0, 0, 0, 0]",gikapoy nako.
"[1, 1, 1, 1]",pabida lagnat karon pa nga damo ko activities
"[0, 0, 0, 0]",gipang yabo nalang ang ilimnon ganina para makauli na tanan hahahaha hag as ako ray nagluya ron
"[1, 1, 1, 1]",morning panay ubo kainis
"[1, 1, 1, 1]",ahhhhh mka inlove ako shells finally naa nakoy saang ug liboo na addition sako collections. huhu complete najud. done najud ako sampling kay gikapoy na ang disney princess manginhas. dri nsab mi mag patay sa editing ug id
"[0, 0, 0, 0]",ana sila sta your day early daw para mas lami ang imong routine nganong ako alas otso pa lang gikapoy na? hahahahahahahah
"[1, 1, 0, 0]",awkward kaayo maingnan get well soon pero mental helt reasons imong pagkaluya ahahahah fleece
"[1, 1, 0, 0]",kamao sad mu timing akoa hilanat ug sip on kay gi timing walay klase pero di jud nako keri hilantanon nga wala ako mama
"[0, 0, 0, 0]",gikapoy nako pero gina pangita japun tka
"[0, 0, 0, 0]",naluya nako sa studyhan juskooooo
"[0, 0, 0, 0]",soft spoken pero sakit pd lges dughan ang mga words??
"[1, 1, 1, 0]","lipay kaayo si ramon na naayo nako sakong lagnat kay pila pud siya ka days nag antos sakong kaluya, nag uban lagi mi pero murag wala kay akong utok ug lawas nabilin sakong kwao and grabe ka oa hahahahahahahahahahahaha"
"[0, 0, 0, 0]",nagluya man ko oy
"[1, 1, 1, 0]",pahawa sipon ug ubo
"[0, 1, 1, 1]",i sear nag ovehink pa gyapon ko until now kay xander and i believed na naa ay isa but 3 ra gyud and what if she stopped giving bih na kay amo gipakaon huhuuuu wala nagluya ang boang active ra kaayo huhuuu niweys unta mugawas ang dachsh breeed
"[1, 1, 1, 0]","ang ubo ni zoey ug sipon ni liam, sa akoa na nipadulong. huhu"
"[0, 0, 1, 1]",kafunny jud sa research namo sauna oi kay nag extract ug rivina humilis barehands nya nya after extraction kay didto pami kabalo nga makahilo diay nya nagtungok ang tanan kay naluya kay basi mahilo ming tanan
"[0, 0, 0, 0]","naluya na ko, muhilak na ko"
"[1, 1, 0, 0]",sige naman lang kog hilanat ani oy
"[0, 0, 0, 0]",pagod na ko.
"[0, 0, 0, 0]",pagod na nga tapos ganon pa maririnig
"[1, 1, 1, 1]",grabeng sinat
"[1, 1, 1, 1]",lagnat pa nga
"[0, 0, 0, 0]",gikapoy na ko para ugma
"[0, 0, 0, 0]",yati mani uy gikapoy nako sig sukaha mag biyahe. naa pakoy 2 hrs biyaheon unya quiz nga mala exam pa ugma. aw gudlak sa aken
"[0, 0, 0, 0]",way gibuhat pero gikapoy ko ywaaaaa
"[0, 0, 0, 1]",agahon pa sakit ang dughan ah
"[0, 0, 0, 0]",inabot nang lagnat basag
"[1, 1, 0, 0]",may lagnat ang luis ko
"[0, 0, 0, 0]",wa na jud ko kasabot gikapoy nako huhu
"[0, 0, 0, 0]",lalambot na ako sa pagod
"[1, 1, 1, 0]","gipang lagnat naman ang all uy, sa tanang uso mao pa na akong masabayan jusq."
"[0, 0, 0, 1]",nganong karon pamn jud uy ug kanusa nagluya natas kakapoy
"[0, 0, 0, 0]",putangina gimingaw ang hilanat nako ni balik
"[1, 1, 1, 1]",di ako nilulubayan ng ubo ha
"[1, 1, 0, 0]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays
"[0, 0, 0, 0]",pag amping na lang mo guys kay gikapoy nakog tuon
"[0, 0, 0, 0]",pagod na eh
"[1, 1, 1, 1]",aha ragud ang hilanat ug ikay nanghanggat
"[1, 1, 0, 0]",mawala na unta ni by monday ako hilanat uy kay diko gusto ma biyaan ojt bushet
"[1, 1, 0, 0]",tambal sa hilanat ug subaw
"[0, 0, 0, 0]",mao gurong gikapoy akong tbuok kalag kay akng gpanglabhan halos tanan sinina nako nya wako ga washing kay samot ko katapul sigeg huwat
"[1, 1, 1, 0]","samoka ubo ug sip on, makaluya"
"[0, 0, 0, 0]",gikapoy na
"[0, 0, 0, 0]",kanang gikapoy kas tanan pero wala kay choice kundi mubangon og magpadayon! cheer up!
"[1, 0, 0, 0]",gikapoy najud ko
"[0, 0, 0, 0]",pagod na.
"[1, 1, 1, 1]",mamatay na ata ako sa ubo ko
"[0, 0, 0, 0]",soft spoken pero sakit pd lges dughan ang mga words??
"[1, 1, 0, 0]",ayaw ko na tlga nagka lagnat pa amputa
"[1, 1, 1, 1]",stop ang pag scroll sa fb early morning kay sakit sa dughan huhu
"[0, 0, 0, 0]",gikapoy nakos pr pamaymayg activity ah
"[0, 0, 0, 0]",monday palang pagod na
"[0, 0, 0, 0]",gikapoy nakog study
"[0, 0, 0, 0]","pagod na ako but i remember wala pasok sa friday, naging 50 nalang pagod ko."
"[0, 0, 0, 0]",nnag sakit akong dughan sa mga panghitabo unta makitan na ang mga natabunan
"[1, 1, 0, 0]",ariana grande mode na pd ta sa jacket kay gi hilantan.
"[1, 1, 1, 0]",unsaon mani pag tulog uy kalintora sipon ubo hays
"[0, 0, 0, 0]","nganong ni uso naman sab ning parvo run uy, bahalag mag kiat ug mag sinamok ug ayo among mga iro dri dili lang mag ka parvo mag sakit akong dughan makita ni sila mag luya.. bag o pa gani naka recover ang usa, kining isa nasab nag luya jusko"
"[0, 0, 0, 0]",gikapoy najud ko pisting kinabuhia yawa
"[1, 1, 1, 1]","hilanat, ubo ug sip on tapos sabay pang pus on hala laban lawas"
"[0, 0, 0, 0]",pagod na ako so much
"[1, 1, 1, 1]",may sinat ako huhu
"[1, 1, 0, 0]","kung kaylan lunes na, adto pa na hilantan ug gi sip on, ano batong taong 2"
"[1, 0, 0, 0]",aha ragud ang hilanat ug ikay nanghanggat
"[1, 0, 0, 0]",nimal na sip.on ug ubo
"[1, 1, 1, 1]",grabe akong hilanat. pahilot pa more. ning gawas ang sakit2
"[1, 1, 1, 0]","atay ning ubo, ayha pa mo tukar nag sakay kog jeep yw"
"[1, 1, 1, 0]",nitukar lage akong ubo buset
"[0, 0, 0, 0]",grabe sakit kaayo sa dughan makita ang mga tao sa carmen naa na sa gawas sa kalsada naglapag og tent tapos walay mga suga
"[1, 1, 1, 1]",kanang gikapoy kas tanan pero wala kay choice kundi mubangon og magpadayon! cheer up!
"[1, 1, 1, 0]",nitukar lage akong ubo buset
"[1, 1, 1, 1]",kapoya salon pag hilanat
"[0, 0, 0, 0]",pagod na oy
"[1, 1, 1, 1]",ayaw ko na tlga nagka lagnat pa amputa
"[0, 0, 0, 0]",lalambot na ako sa pagod
"[1, 0, 0, 0]",yawaaa ni mata nga gi hilantan huhu
"[0, 0, 0, 0]",pagod na pagod na akk
"[1, 1, 1, 1]","nganong ni uso naman sab ning parvo run uy, bahalag mag kiat ug mag sinamok ug ayo among mga iro dri dili lang mag ka parvo mag sakit akong dughan makita ni sila mag luya.. bag o pa gani naka recover ang usa, kining isa nasab nag luya jusko"
"[1, 1, 0, 0]",grabe ang ubot sipon huhu
"[0, 0, 0, 0]",gusto ko mo kaon pero tabang dili ko ganahan manok napd
"[0, 0, 0, 0]",wa uroy sha gikapoy sig dagan sa atong hunahuna haha
"[0, 0, 0, 0]",gikapoy naman kos tanan.
"[0, 0, 0, 0]",deac kay gikapoy nako sakong fb
"[0, 0, 0, 0]",gikapoy najud ko
"[1, 0, 0, 0]","almost 7am nami nauli ganiha gikan seawall nag inum and now gi hilantan ko wahahaha, tagam dza"
"[0, 0, 0, 0]",gikapoy nakos pr pamaymayg activity ah
"[0, 0, 0, 1]",pota areng sinat na are ayaw mawala wala lintek
"[1, 0, 0, 0]",way maayo sa buntag waa hilanat may mo sugat
"[0, 0, 0, 0]",masakit pala sa dibdib.. ang pagod.. kdlex for barrio fiesta london
"[0, 1, 0, 1]",gikapoy na gud kog balance sa akong renal diet ba
"[1, 1, 1, 1]",gi ibtan ngipon hilanat ubo mens
"[0, 0, 0, 0]",skl??? naa toy time last year nga wa ko niwerq kay gikapoy ko literally living off my emergency fund nag emergency akong utok ato thrilling kaayo to faaaak but lingaw ninglaag ko ug maayo hahah
"[0, 0, 0, 0]",gikapoy nako aning rle namo bosheet ni
"[1, 1, 1, 1]",morning panay ubo kainis
"[0, 0, 0, 0]",imbes magmayad ang ubo naglala pa hayst
"[1, 1, 1, 1]",pota areng sinat na are ayaw mawala wala lintek
"[1, 1, 1, 1]",hilanat man guro ni
"[1, 0, 0, 0]",gi na hilantan man pud q pero nganong dli man sila ing ato sa akoa?
"[0, 0, 0, 0]",naluya sa ka init ganina
"[0, 0, 0, 0]",bye guys mawagtang nasad ko gikapoy nako huhu
"[0, 0, 0, 0]",kaboring oy gikapoy nakog study. way oten dinha?
"[0, 0, 0, 0]",wa uroy sha gikapoy sig dagan sa atong hunahuna haha
"[1, 0, 0, 0]",naa pagyud ko kanta run da iponan. grabe akong hilanat
"[0, 0, 0, 0]",dinakoooo lord gikapoy nako
"[1, 1, 1, 1]",i lulu ra guro ning hilanat ni?
"[1, 0, 0, 0]",nabuyagan mn diay kian bantog ra taga gabii ra ga balik iya hilanat
"[0, 0, 0, 0]",gikapoy tawn kog katawa sa talent show sa nana tour niya taud taud naluya pud kog hilak pagkanta ni seungkwan mura jud tag buang ani
"[1, 1, 1, 1]",ywa oie gus2 bya q moduty ugma ay balag kapoiii gt plsss hilanat dun k sa far away ywa
"[1, 1, 1, 1]",unang lagnat sa 2024
"[1, 1, 1, 0]",nganu gi ubo mn ko uy
"[1, 1, 1, 1]",may ubo ata haha nasa story niya paos pa daw
"[1, 0, 0, 0]",mao najud ning time madutlan nakog hilanat
"[1, 1, 1, 1]",ubo lang to
"[1, 1, 1, 1]",pila na ni ka adlaw ang hilanat kag ubo i miss my voice
"[1, 1, 1, 1]",gikapoy nako aning rle namo bosheet ni
"[1, 1, 1, 0]",nitukar lage akong ubo buset
"[0, 0, 0, 0]",naluya nman ko oy wa nko kasabot sakung gibati
"[1, 1, 0, 0]","grabe akong gaba, gaawas kay wala pa nahuman diay. niapas pa akong hilanat"
"[0, 0, 0, 0]",nanghihina akoh pag di wash day
"[1, 1, 1, 1]",karon pagud ko gi hilantan wtf
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay"
"[1, 1, 0, 0]","hilanat, ubo ug sip on tapos sabay pang pus on hala laban lawas"
"[1, 1, 0, 0]",hilanat lang sa ang disney princess
"[0, 0, 0, 0]",naluya ang fersonnn
"[1, 1, 0, 0]",gisagolan man diay nilag robust akong baso pag inom yawa maningala man sad ta nganong init kaayo atong lawas wa man unta gi hilantan
"[1, 0, 0, 0]",hilanat najud ni
"[0, 0, 0, 0]",gikapoy ko bai
"[1, 1, 1, 1]",putangina gimingaw ang hilanat nako ni balik
"[0, 0, 0, 0]",gikapoy nako.
"[1, 1, 0, 0]",hilanat pa nga
"[0, 0, 0, 0]",pagod na pagod na pagod na pagod na pagod ako putangina
"[0, 0, 0, 0]",pagod na ako
"[0, 0, 0, 1]",natug nga sakit ang dughan samot diay igmata
"[0, 0, 0, 0]","makahilak sad ta magtan aw sa mga nahitabong trahedya karon uy, sakit kay sa dughan tan awon ang mga videos"
"[0, 0, 0, 0]",pagod na pagod na ako
"[1, 0, 0, 0]",kanus a mani mawala akong hilanat uy ahak
"[0, 0, 0, 0]",walay gana mo kaon
"[0, 0, 0, 0]","ginoo ko tabang. labad na kau ako ulo, gikapoy kau ko nag labaha wai panihapon plus nag huwata sa van jusko wai tulog, napai sip on na mira ubo jud ni paingon.. simbako lang"
"[1, 1, 1, 1]",grabe akong hilanat. pahilot pa more. ning gawas ang sakit2
"[0, 0, 0, 0]",last ko na ni rant na guro kapoy nako ako nay mosurrender sako kaugalingon. hago ug gikapoy nako na sako batasan na permi ing ani ing ana dli ta paminawon
"[0, 0, 0, 0]","ginoo ko intawon oi, ka sakit ba sa dughan makita aning naa sa facebook nga mga balita. pamalandungi tawon ginoo ang mga nasalanta og landslide."
"[0, 0, 0, 0]",gikapoy nakog skwelaaaa
"[1, 1, 0, 0]",murag gi hilantan si rupaul sa bs the world nga premier hahaha
"[1, 1, 1, 0]","hatdi kog makaon, ako ra usa, lipong, kahilantanun, ubo sip on, bug at ang lawas.. kamatay"
"[0, 0, 0, 0]",huota nas dughan oygikapoy nko lord
"[0, 0, 0, 0]",unsa ba kay gikapoy na ko sa kapobrehon
"[0, 0, 0, 0]",dili sako magfacebook bai!! sakit jud kaayo sa dughan ang trahedya na gisinati sa masara
"[1, 1, 1, 1]",asa raman nang hilanat kung makaanswer kog tarong ugma
"[1, 1, 1, 1]",tukar nsd atong hilanat ani ky di mn mo kaon
"[1, 1, 0, 0]","sauna once or twice a year ra magsakit, karun ga dungan ang mga sakit. paghuman sa hilanat, ma trigger ang allergies. mura mag g trippan akong immune system"
"[1, 1, 0, 0]",i lulu ra guro ning hilanat ni?
"[0, 0, 0, 0]",gikapoy nakog tuon
"[0, 0, 0, 0]",sakit kaayu sa dughan paminawn ang mga bata nga gahulat sa ilang mga ginikanan
"[0, 0, 0, 0]",gipang yabo nalang ang ilimnon ganina para makauli na tanan hahahaha hag as ako ray nagluya ron
"[0, 0, 0, 0]","in another life ha? tangina, wag na pagod na ako"
"[0, 0, 0, 0]","dili lang kamo ang naay problema plzz consider me as a human being, consider me as a student pud, consider me as a kid pud palihog, sakit na kaayo akong dughan sig huna huna sainyong problems, inyong problems akoy mag atiman"
"[1, 1, 0, 0]",kanus a mani mawala akong hilanat uy ahak
"[0, 0, 0, 0]",gikapoy nakog meet jud niya
"[0, 0, 0, 0]",tuesday palang pagod na pagod naaa
"[0, 0, 0, 0]","maayong buntag! gidapit namo kamo sa pagapil aning among pagtuon sa usa ka koleksyon sa mga pagrekord sa lainlaing sinultian, sama nga cebuano. kining mga rekording makatabang sa among pagsabot kung giunsa pagbago sa mga sinultian sa paglabay sa mga niaging panahon, ug kung unsa ang kalahian sa mga sinultian sa usag usa bahin sa mga gagmay nga detalye sa paglitok. gidapit namo ang mga tawo nga 20s30s ug 50s60s aron muapil. kung naa mo sa kanang edad, o naa kay kakilala nga ganahan magrekord ug tabang, palihug iemail ako sa 201110523post.upm.edu.phmailto201110523post.upm.edu.ph o imessage ako diri. kung nakahukom ka nga muapil ani nga pagtuon, hangyuon ka mga mutubag sa pipila ka mga pangutana bahin sa imong kaugalingon, irekord ang imong boses nga nagbasa sa among tudling sa cebuano, ug pagistorya og bisan una sa parehas nga sinultian sulod sa pipila ka mga minuto. ang tudling muabot og mga lima hantod unom kaminuto kung basahon og kusog. para sa pagsulti og bisan unsa, hangyuon ka nga moistorya sa dili moubos sa lima ka minuto ug dili mulabaw sa napulo ka minuto. walay personal nga kasayuran bahin kanimo nga mahimong bahin sa kini nga proyekto."
"[1, 1, 1, 0]",gikapoy najud ko pisting kinabuhia yawa
"[1, 1, 1, 1]",natug nga sakit ang dughan samot diay igmata
"[0, 0, 0, 0]",sakit sa dughan makita ang puppy mamatay
"[0, 0, 0, 0]","hays gikapoy paman japon ko ron, di sa guro ko mang upload pictures"
"[0, 0, 0, 0]",inabot nang lagnat basag
"[1, 1, 0, 0]",nagluya man ko oy
"[0, 0, 0, 0]",skl??? naa toy time last year nga wa ko niwerq kay gikapoy ko literally living off my emergency fund nag emergency akong utok ato thrilling kaayo to faaaak but lingaw ninglaag ko ug maayo hahah
"[1, 0, 0, 0]","hilanat, ubo ug sip on tapos sabay pang pus on hala laban lawas"
"[1, 0, 0, 0]",gi ibtan ngipon hilanat ubo mens
"[1, 1, 0, 0]",yawaaa ni mata nga gi hilantan huhu
"[1, 0, 0, 0]",ganahan kaayo ko mag duwa ba pero akoa hilanat maka buang
"[0, 0, 0, 0]",gikapoy najud ko pisting kinabuhia yawa
"[0, 1, 1, 1]",boboy mailhan jud nako nga nagluya ka tungod ni taylor swift. hahhahaahahahahahah yawa alangan nag check out nakog jbl nga speaker kay tuo nakog mu release na syag reptv! ang ending bag ong album!!!! ambot wa ko nalipay!!!
"[0, 0, 0, 0]",pagod nako.
"[0, 0, 0, 0]",yawa klase nasab ugma gikapoy nako bwisit
"[0, 0, 0, 0]",tama na lord pls. sakit na kaaayo. unsa paman ang buhaton nako lord. sobra na kaayo ang sakit sakong dughan lord
"[1, 0, 0, 0]",dinamani gaka wala ako hilanat oy samokaa
"[0, 0, 0, 0]",nanghihina ako jeon wonwoo!!!
"[0, 0, 0, 0]",grabe sakit kaayo sa dughan makita ang mga tao sa carmen naa na sa gawas sa kalsada naglapag og tent tapos walay mga suga
"[1, 1, 1, 0]",nami mag breakdown di sa room dahil sa lagnat ug daghan urubrahon pero na shy ko
"[0, 0, 0, 0]",tanay way manulod ron gikapoy kog skwela
